source,target
Daughtry_(band),Seether
Daughtry_(band),Goo_Goo_Dolls
Daughtry_(band),3_Doors_Down
Daughtry_(band),Matchbox_Twenty
Daughtry_(band),Shinedown
Daughtry_(band),Three_Days_Grace
Daughtry_(band),Theory_of_a_Deadman
Daughtry_(band),Lifehouse_(band)
Daughtry_(band),Nickelback
Daughtry_(band),Foreigner_(band)
Daughtry_(band),Thousand_Foot_Krutch
Daughtry_(band),Boys_Like_Girls
Daughtry_(band),Journey_(band)
Daughtry_(band),Halestorm
Daughtry_(band),Puddle_of_Mudd
Daughtry_(band),Finger_Eleven
Daughtry_(band),Bon_Jovi
Daughtry_(band),Staind
Daughtry_(band),Breaking_Benjamin
Dave_Matthews_Band,Blues_Traveler
Dave_Matthews_Band,Alanis_Morissette
Dave_Matthews_Band,John_Mayer
Dave_Matthews_Band,The_Flaming_Lips
Dave_Matthews_Band,Cage_the_Elephant
Dave_Matthews_Band,Coldplay
Dave_Matthews_Band,Talking_Heads
Dave_Matthews_Band,Grateful_Dead
Dave_Matthews_Band,Neil_Young
David_Bowie,Queen_(band)
David_Bowie,Fats_Domino
David_Bowie,Elvis_Presley
David_Bowie,Little_Richard
David_Bowie,Chuck_Berry
David_Bowie,Peter_Frampton
David_Bowie,Buddy_Holly
David_Bowie,The_Beatles
David_Bowie,The_Who
David_Bowie,The_Monkees
David_Bowie,The_Velvet_Underground
David_Bowie,T._Rex_(band)
David_Bowie,Iggy_Pop
David_Bowie,Lou_Reed
David_Bowie,Herman's_Hermits
David_Bowie,John_Lennon
David_Bowie,Eric_Clapton
David_Bowie,Stevie_Ray_Vaughan
David_Bowie,U2
David_Bowie,Nine_Inch_Nails
David_Bowie,Foo_Fighters
David_Bowie,The_Cure
David_Bowie,The_Smashing_Pumpkins
David_Bowie,Pixies_(band)
David_Bowie,Sonic_Youth
David_Bowie,Simon_&_Garfunkel
David_Bowie,Arcade_Fire
Days_of_the_New,Alice_in_Chains
Days_of_the_New,Train_(band)
Days_of_the_New,R.E.M.
Days_of_the_New,Metallica
Days_of_the_New,Dave_Matthews_Band
Days_of_the_New,Finger_Eleven
Days_of_the_New,Creed_(band)
Days_of_the_New,3_Doors_Down
Days_of_the_New,Velvet_Revolver
Days_of_the_New,Guns_N'_Roses
Death_Cab_for_Cutie,Neil_Young
Death_Cab_for_Cutie,Modest_Mouse
Deep_Purple,Rainbow_(rock_band)
Deep_Purple,Whitesnake
Deep_Purple,Joe_Satriani
Deep_Purple,Led_Zeppelin
Deep_Purple,Black_Sabbath
Deep_Purple,Faces_(band)
Deep_Purple,Rod_Stewart
Deep_Purple,Cream_(band)
Deep_Purple,The_Moody_Blues
Deep_Purple,Frank_Zappa
Deep_Purple,The_Mothers_of_Invention
Deep_Purple,Bad_Company
Deep_Purple,Yes_(band)
Deep_Purple,"Emerson,_Lake_&_Palmer"
Deep_Purple,Genesis_(band)
Deep_Purple,Eagles_(band)
Deep_Purple,Joe_Walsh
Deep_Purple,Bruce_Springsteen
Deep_Purple,Survivor_(band)
Deep_Purple,Ted_Nugent
Deep_Purple,Cold_Chisel
Deep_Purple,Little_River_Band
Deep_Purple,Kansas_(band)
Deep_Purple,Jefferson_Starship
Deep_Purple,Elvis_Presley
Deep_Purple,Queen_(band)
Deep_Purple,The_Allman_Brothers_Band
Deep_Purple,Jimi_Hendrix
Deep_Purple,Little_Richard
Deep_Purple,Chuck_Berry
Deep_Purple,Fats_Domino
Deep_Purple,Jerry_Lee_Lewis
Deep_Purple,Bob_Dylan
Deep_Purple,Buddy_Holly
Deep_Purple,The_Beatles
Deep_Purple,"Crosby,_Stills,_Nash_&_Young"
Deep_Purple,The_Who
Deep_Purple,Traffic_(band)
Deep_Purple,Neil_Young
Deep_Purple,David_Bowie
Deep_Purple,Jeff_Buckley
Deep_Purple,Accept_(band)
Deep_Purple,Aerosmith
Deep_Purple,Alice_in_Chains
Deep_Purple,Anthrax_(American_band)
Deep_Purple,Bon_Jovi
Deep_Purple,Def_Leppard
Deep_Purple,Dio_(band)
Deep_Purple,Europe_(band)
Deep_Purple,Heart_(band)
Deep_Purple,Iron_Maiden
Deep_Purple,Judas_Priest
Deep_Purple,Kiss_(band)
Deep_Purple,Megadeth
Deep_Purple,Metallica
Deep_Purple,Mötley_Crüe
Deep_Purple,Motörhead
Deep_Purple,Pantera
Deep_Purple,Rage_Against_the_Machine
Deep_Purple,Rush_(band)
Deep_Purple,Scorpions_(band)
Deep_Purple,Sepultura
Deep_Purple,Slayer
Deep_Purple,The_Smashing_Pumpkins
Deep_Purple,Soundgarden
Deep_Purple,Van_Halen
Deep_Purple,Rammstein
Deep_Purple,Steve_Vai
Deep_Purple,The_Flaming_Lips
Deep_Purple,Papa_Roach
Deep_Purple,Red_Hot_Chili_Peppers
Deep_Purple,Guns_N'_Roses
Deep_Purple,Toto_(band)
Deep_Purple,Velvet_Revolver
Deep_Purple,Cheap_Trick
Deep_Purple,The_Rolling_Stones
Def_Leppard,Lynyrd_Skynyrd
Def_Leppard,AC/DC
Def_Leppard,Ted_Nugent
Def_Leppard,Ozzy_Osbourne
Def_Leppard,Billy_Squier
Def_Leppard,The_Rolling_Stones
Def_Leppard,Journey_(band)
Def_Leppard,Meat_Loaf
Def_Leppard,Dio_(band)
Def_Leppard,Whitesnake
Def_Leppard,Queen_(band)
Def_Leppard,Guns_N'_Roses
Def_Leppard,Bryan_Adams
Def_Leppard,Blondie_(band)
Def_Leppard,The_Kinks
Def_Leppard,The_Sweet
Def_Leppard,Electric_Light_Orchestra
Def_Leppard,Badfinger
Def_Leppard,Slade
Def_Leppard,Kiss_(band)
Def_Leppard,Judas_Priest
Def_Leppard,The_All-American_Rejects
Def_Leppard,REO_Speedwagon
Def_Leppard,Black_Stone_Cherry
Def_Leppard,Poison_(American_band)
Def_Leppard,Cheap_Trick
Def_Leppard,ZZ_Top
Def_Leppard,Heart_(band)
Def_Leppard,Mötley_Crüe
Def_Leppard,Paul_McCartney
Def_Leppard,Styx_(band)
Def_Leppard,Tesla_(band)
Def_Leppard,Depeche_Mode
Def_Leppard,Joan_Jett
Def_Leppard,T._Rex_(band)
Def_Leppard,Ghost_(Swedish_band)
Def_Leppard,Iron_Maiden
Def_Leppard,The_Beatles
Def_Leppard,Led_Zeppelin
Def_Leppard,Pink_Floyd
Def_Leppard,Van_Halen
Def_Leppard,Pantera
Def_Leppard,Slayer
Def_Leppard,Stevie_Nicks
Def_Leppard,Bon_Jovi
Def_Leppard,Ratt
Def_Leppard,Aerosmith
Def_Leppard,Alice_Cooper
Def_Leppard,David_Bowie
Def_Leppard,Thin_Lizzy
Def_Leppard,Sex_Pistols
Def_Leppard,Deep_Purple
Deftones,Radiohead
Deftones,Alice_in_Chains
Deftones,Anthrax_(American_band)
Deftones,Metallica
Deftones,Depeche_Mode
Deftones,The_Cure
Deftones,Korn
Deftones,Sepultura
Deftones,Tool_(band)
Deftones,Staind
Deftones,Linkin_Park
Deftones,System_of_a_Down
Deftones,Slipknot_(band)
Deftones,The_Cars
Deftones,Elvis_Presley
Deftones,Weezer
Deftones,Faith_No_More
Deftones,Primus_(band)
Deftones,The_Smiths
Deftones,Nine_Inch_Nails
Deftones,Duran_Duran
Deftones,Paramore
Deftones,The_Used
Depeche_Mode,David_Bowie
Depeche_Mode,Talking_Heads
Depeche_Mode,Iggy_Pop
Depeche_Mode,Elvis_Presley
Depeche_Mode,Bon_Jovi
Depeche_Mode,U2
Depeche_Mode,Jane's_Addiction
Depeche_Mode,Soundgarden
Depeche_Mode,Alice_in_Chains
Depeche_Mode,Nirvana_(band)
Depeche_Mode,Linkin_Park
Depeche_Mode,Coldplay
Depeche_Mode,Duran_Duran
Depeche_Mode,Neil_Young
Depeche_Mode,John_Lennon
Depeche_Mode,The_Cure
Depeche_Mode,The_Clash
Depeche_Mode,Roxy_Music
Depeche_Mode,The_Velvet_Underground
Depeche_Mode,Red_Hot_Chili_Peppers
Depeche_Mode,Simple_Minds
Depeche_Mode,Muse_(band)
Depeche_Mode,Arcade_Fire
Depeche_Mode,The_Killers
Depeche_Mode,Nine_Inch_Nails
Depeche_Mode,The_Smashing_Pumpkins
Depeche_Mode,No_Doubt
Depeche_Mode,A_Perfect_Circle
Depeche_Mode,Marilyn_Manson
Depeche_Mode,Rammstein
Depeche_Mode,Marilyn_Manson_(band)
Depeche_Mode,Deftones
Dio_(band),Whitesnake
Dio_(band),Black_Sabbath
Dio_(band),Rainbow_(rock_band)
Dio_(band),Ratt
Dio_(band),Ozzy_Osbourne
Dio_(band),AC/DC
Dio_(band),Metallica
Dio_(band),Foreigner_(band)
Dio_(band),Quiet_Riot
Dio_(band),Blue_Öyster_Cult
Dio_(band),Judas_Priest
Dio_(band),The_Offspring
Dio_(band),Tenacious_D
Dire_Straits,Talking_Heads
Dire_Straits,Bob_Dylan
Dire_Straits,Bruce_Springsteen
Dire_Straits,Bryan_Adams
Dire_Straits,Bryan_Ferry
Dire_Straits,Roxy_Music
Dire_Straits,Sting_(musician)
Dire_Straits,Eric_Clapton
Dire_Straits,Toto_(band)
Dire_Straits,Chuck_Berry
Dire_Straits,Tom_Petty_and_the_Heartbreakers
Disturbed_(band),Slipknot_(band)
Disturbed_(band),Godsmack
Disturbed_(band),Marilyn_Manson_(band)
Disturbed_(band),Faith_No_More
Disturbed_(band),Korn
Disturbed_(band),Chevelle_(band)
Disturbed_(band),10_Years_(band)
Disturbed_(band),System_of_a_Down
Disturbed_(band),Lacuna_Coil
Disturbed_(band),Avenged_Sevenfold
Disturbed_(band),Flyleaf_(band)
Disturbed_(band),Stone_Sour
Disturbed_(band),Five_Finger_Death_Punch
Disturbed_(band),Killswitch_Engage
Disturbed_(band),The_Used
Disturbed_(band),Judas_Priest
Disturbed_(band),Metallica
Disturbed_(band),Dave_Matthews_Band
Disturbed_(band),Halestorm
Disturbed_(band),Megadeth
Disturbed_(band),Incubus_(band)
Disturbed_(band),Pop_Evil
Disturbed_(band),Staind
Disturbed_(band),Sting_(musician)
Disturbed_(band),Heart_(band)
Disturbed_(band),Three_Days_Grace
Disturbed_(band),Daughtry_(band)
Disturbed_(band),Creed_(band)
Disturbed_(band),Black_Sabbath
Disturbed_(band),Iron_Maiden
Disturbed_(band),Pantera
Disturbed_(band),Soundgarden
Disturbed_(band),Queensrÿche
Don_Henley,Eagles_(band)
Don_Henley,Stevie_Nicks
Don_Henley,Glenn_Frey
Don_Henley,Linda_Ronstadt
Don_Henley,Jackson_Browne
Don_Henley,The_Beatles
Don_Henley,Pink_Floyd
Don_Henley,Elton_John
Don_Henley,Fleetwood_Mac
Don_Henley,Bruce_Springsteen
Don_Henley,The_Police
Don_Henley,Sting_(musician)
Don_Henley,Billy_Joel
Don_Henley,John_Fogerty
Don_Henley,Sheryl_Crow
Don_Henley,Ringo_Starr
Don_Henley,Genesis_(band)
Don_Henley,Phil_Collins
Don_Henley,Foo_Fighters
Don_Henley,Joe_Walsh
Donovan,The_Beatles
Donovan,John_Lennon
Donovan,Led_Zeppelin
Donovan,Bob_Dylan
Donovan,The_Rolling_Stones
Donovan,The_Animals
Donovan,Herman's_Hermits
Donovan,Jefferson_Airplane
Donovan,Paul_McCartney
Donovan,The_Byrds
Donovan,The_Mamas_&_the_Papas
Donovan,The_Who
Donovan,Cream_(band)
Donovan,The_Moody_Blues
Donovan,The_Allman_Brothers_Band
Donovan,George_Harrison
Donovan,Jimi_Hendrix
Donovan,Alice_Cooper
Donovan,Yes_(band)
Donovan,Sting_(musician)
Donovan,Phil_Collins
Donovan,Eric_Clapton
Donovan,The_Flaming_Lips
Dropkick_Murphys,Aerosmith
Dropkick_Murphys,Bruce_Springsteen
Dropkick_Murphys,The_Clash
Dropkick_Murphys,Sex_Pistols
Dropkick_Murphys,AC/DC
Dropkick_Murphys,Fall_Out_Boy
Drowning_Pool,Mötley_Crüe
Drowning_Pool,Saliva_(band)
Drowning_Pool,Seether
Drowning_Pool,Saving_Abel
Drowning_Pool,Fuel_(band)
Drowning_Pool,Puddle_of_Mudd
Drowning_Pool,P.O.D.
Drowning_Pool,Metallica
Drowning_Pool,Guns_N'_Roses
Drowning_Pool,Anthrax_(American_band)
Drowning_Pool,Slipknot_(band)
Drowning_Pool,Alice_in_Chains
Drowning_Pool,Nirvana_(band)
Drowning_Pool,Soundgarden
Drowning_Pool,Black_Sabbath
Drowning_Pool,Slayer
Drowning_Pool,AC/DC
Drowning_Pool,Led_Zeppelin
Drowning_Pool,Judas_Priest
Drowning_Pool,Iron_Maiden
Drowning_Pool,The_Beatles
Drowning_Pool,Pantera
Drowning_Pool,Sepultura
Duane_Eddy,The_Beatles
Duane_Eddy,George_Harrison
Duane_Eddy,Bruce_Springsteen
Duane_Eddy,Chuck_Berry
Duane_Eddy,The_Beach_Boys
Duane_Eddy,Elvis_Presley
Duane_Eddy,Bob_Dylan
Duane_Eddy,Paul_McCartney
Duane_Eddy,John_Fogerty
Duane_Eddy,Foreigner_(band)
Duran_Duran,Queen_(band)
Duran_Duran,The_Beatles
Duran_Duran,Blondie_(band)
Duran_Duran,Sting_(musician)
Duran_Duran,Pink_Floyd
Duran_Duran,Frank_Zappa
Duran_Duran,David_Bowie
Duran_Duran,Lou_Reed
Duran_Duran,T._Rex_(band)
Duran_Duran,Robert_Plant
Duran_Duran,Led_Zeppelin
Duran_Duran,John_Lennon
Duran_Duran,My_Chemical_Romance
Duran_Duran,Snow_Patrol
Duran_Duran,Red_Hot_Chili_Peppers
Duran_Duran,Roxy_Music
Duran_Duran,The_Doors
Duran_Duran,Iggy_Pop
Duran_Duran,The_Clash
Duran_Duran,Sex_Pistols
Duran_Duran,AC/DC
Duran_Duran,Def_Leppard
Duran_Duran,Adam_Ant
Duran_Duran,Bee_Gees
Duran_Duran,The_Bangles
Duran_Duran,Elton_John
Duran_Duran,The_Monkees
Duran_Duran,Barenaked_Ladies
Duran_Duran,Beck
Duran_Duran,Korn
Duran_Duran,Panic!_at_the_Disco
Duran_Duran,The_Killers
Duran_Duran,Franz_Ferdinand_(band)
Eagles_(band),Glenn_Frey
Eagles_(band),Don_Henley
Eagles_(band),Joe_Walsh
Eagles_(band),Linda_Ronstadt
Eagles_(band),Jackson_Browne
Eagles_(band),Yes_(band)
Eagles_(band),Black_Sabbath
Eagles_(band),"Emerson,_Lake_&_Palmer"
Eagles_(band),Deep_Purple
Eagles_(band),Fleetwood_Mac
Eagles_(band),Dan_Fogelberg
Eagles_(band),Steve_Winwood
Eagles_(band),Ringo_Starr
Eagles_(band),Stevie_Nicks
Eagles_(band),Toto_(band)
Eagles_(band),Bob_Seger
Eagles_(band),The_Byrds
Echo_&_the_Bunnymen,Duran_Duran
Echo_&_the_Bunnymen,The_Rolling_Stones
Echo_&_the_Bunnymen,Talking_Heads
Echo_&_the_Bunnymen,The_Doors
Echo_&_the_Bunnymen,Peter_Gabriel
Echo_&_the_Bunnymen,The_B-52's
Eddie_Cochran,Gene_Vincent
Eddie_Cochran,Paul_McCartney
Eddie_Cochran,John_Lennon
Eddie_Cochran,The_Beatles
Eddie_Cochran,Buddy_Holly
Eddie_Cochran,Fats_Domino
Eddie_Cochran,Chuck_Berry
Eddie_Cochran,The_Everly_Brothers
Eddie_Cochran,Ritchie_Valens
Eddie_Cochran,The_Big_Bopper
Eddie_Cochran,The_Who
Eddie_Cochran,The_Rolling_Stones
Eddie_Cochran,Bruce_Springsteen
Eddie_Cochran,Van_Halen
Eddie_Cochran,Tom_Petty
Eddie_Cochran,Rod_Stewart
Eddie_Cochran,T._Rex_(band)
Eddie_Cochran,The_Beach_Boys
Eddie_Cochran,Led_Zeppelin
Eddie_Cochran,The_White_Stripes
Eddie_Cochran,Rush_(band)
Eddie_Cochran,Simple_Minds
Eddie_Cochran,George_Thorogood
Eddie_Cochran,David_Bowie
Eddie_Cochran,U2
Eddie_Cochran,Jimi_Hendrix
Eddie_Cochran,Elvis_Presley
Eddie_Money,Jimi_Hendrix
Eddie_Money,David_Bowie
Eddie_Money,Van_Morrison
Eddie_Money,Santana_(band)
Eddie_Money,Kenny_Loggins
Electric_Light_Orchestra,The_Beatles
Electric_Light_Orchestra,Chuck_Berry
Electric_Light_Orchestra,Led_Zeppelin
Electric_Light_Orchestra,Black_Sabbath
Electric_Light_Orchestra,ABBA
Electric_Light_Orchestra,George_Harrison
Electric_Light_Orchestra,Rod_Stewart
Electric_Light_Orchestra,Roy_Orbison
Electric_Light_Orchestra,Bob_Dylan
Electric_Light_Orchestra,Tom_Petty
Electric_Light_Orchestra,Traveling_Wilburys
Electric_Light_Orchestra,Ringo_Starr
Electric_Light_Orchestra,The_Flaming_Lips
Elton_John,Jerry_Lee_Lewis
Elton_John,Buddy_Holly
Elton_John,John_Lennon
Elton_John,The_Beatles
Elton_John,The_Who
Elton_John,Eric_Clapton
Elton_John,Queen_(band)
Elton_John,Guns_N'_Roses
Elton_John,George_Harrison
Elton_John,Bee_Gees
Elton_John,Robert_Plant
Elton_John,Paul_McCartney
Elton_John,Phil_Collins
Elton_John,Sting_(musician)
Elton_John,Billy_Joel
Elton_John,Alice_in_Chains
Elton_John,Elvis_Costello
Elton_John,Queens_of_the_Stone_Age
Elton_John,Rod_Stewart
Elton_John,Jack_White
Elton_John,Ozzy_Osbourne
Elton_John,Stevie_Nicks
Elton_John,Peter_Gabriel
Elton_John,Elvis_Presley
Elton_John,Bill_Haley_&_His_Comets
Elton_John,Little_Richard
Elton_John,The_Beach_Boys
Elton_John,The_Band
Elton_John,The_Rolling_Stones
Elvis_Costello,Bob_Dylan
Elvis_Costello,Van_Morrison
Elvis_Costello,Paul_McCartney
Elvis_Costello,Linda_Ronstadt
Elvis_Costello,Roy_Orbison
Elvis_Costello,The_Beatles
Elvis_Costello,The_Kinks
Elvis_Costello,Small_Faces
Elvis_Costello,The_Who
Elvis_Costello,Grateful_Dead
Elvis_Costello,The_Byrds
Elvis_Costello,The_Band
Elvis_Costello,Neil_Young
Elvis_Costello,Elvis_Presley
Elvis_Costello,The_Clash
Elvis_Costello,Talking_Heads
Elvis_Costello,The_Rolling_Stones
Elvis_Costello,David_Bowie
Elvis_Costello,Iggy_Pop
Elvis_Costello,ABBA
Elvis_Costello,No_Doubt
Elvis_Costello,Beastie_Boys
Elvis_Costello,Bruce_Springsteen
Elvis_Costello,Green_Day
Elvis_Costello,Sting_(musician)
Elvis_Costello,The_Police
Elvis_Costello,Fall_Out_Boy
Elvis_Costello,Chuck_Berry
Elvis_Costello,John_Mellencamp
Elvis_Costello,Mötley_Crüe
Elvis_Costello,Elton_John
Elvis_Costello,U2
Elvis_Costello,Sex_Pistols
Elvis_Costello,Radiohead
Elvis_Presley,Little_Richard
Elvis_Presley,Bo_Diddley
Elvis_Presley,Chuck_Berry
Elvis_Presley,Jerry_Lee_Lewis
Elvis_Presley,Fats_Domino
Elvis_Presley,John_Lennon
Elvis_Presley,Bob_Dylan
"Emerson,_Lake_&_Palmer",Asia_(band)
"Emerson,_Lake_&_Palmer",Jimi_Hendrix
"Emerson,_Lake_&_Palmer",Yes_(band)
"Emerson,_Lake_&_Palmer",Rainbow_(rock_band)
"Emerson,_Lake_&_Palmer",Jethro_Tull_(band)
"Emerson,_Lake_&_Palmer",Deep_Purple
England_Dan_&_John_Ford_Coley,The_Beatles
England_Dan_&_John_Ford_Coley,Led_Zeppelin
England_Dan_&_John_Ford_Coley,Eddie_Money
Eric_Clapton,The_Yardbirds
Eric_Clapton,John_Mayall_&_the_Bluesbreakers
Eric_Clapton,Cream_(band)
Eric_Clapton,Steve_Winwood
Eric_Clapton,The_Rolling_Stones
Eric_Clapton,Herman's_Hermits
Eric_Clapton,The_Hollies
Eric_Clapton,10cc
Eric_Clapton,Manfred_Mann
Eric_Clapton,Jimi_Hendrix
Eric_Clapton,The_Beatles
Eric_Clapton,Frank_Zappa
Eric_Clapton,The_Band
Eric_Clapton,George_Harrison
Eric_Clapton,John_Lennon
Eric_Clapton,Traffic_(band)
Eric_Clapton,Ringo_Starr
Eric_Clapton,The_Allman_Brothers_Band
Eric_Clapton,The_Who
Eric_Clapton,Bob_Dylan
Eric_Clapton,Pink_Floyd
Eric_Clapton,Phil_Collins
Eric_Clapton,Bee_Gees
Eric_Clapton,Dire_Straits
Eric_Clapton,Elton_John
Eric_Clapton,Stevie_Ray_Vaughan
Eric_Clapton,Tracy_Chapman
Eric_Clapton,Sheryl_Crow
Eric_Clapton,Paul_McCartney
Eric_Clapton,Sting_(musician)
Eric_Clapton,John_Mayer
Eric_Clapton,Tom_Petty_and_the_Heartbreakers
Eric_Clapton,Queen_(band)
Eric_Clapton,Van_Morrison
Eric_Clapton,Tom_Petty
Eric_Clapton,Rod_Stewart
Eric_Clapton,Buddy_Holly
Eric_Clapton,David_Bowie
Europe_(band),Journey_(band)
Europe_(band),Def_Leppard
Europe_(band),Bon_Jovi
Europe_(band),Skid_Row_(American_band)
Europe_(band),Nirvana_(band)
Europe_(band),Soundgarden
Europe_(band),Alice_in_Chains
Europe_(band),Pearl_Jam
Europe_(band),Tesla_(band)
Europe_(band),Metallica
Europe_(band),Pink_Floyd
Europe_(band),Led_Zeppelin
Europe_(band),Thin_Lizzy
Europe_(band),Whitesnake
Europe_(band),Deep_Purple
Europe_(band),Rainbow_(rock_band)
Evanescence,Korn
Evanescence,Stone_Sour
Evanescence,Chevelle_(band)
Evanescence,Finger_Eleven
Evanescence,Aerosmith
Evanescence,Velvet_Revolver
Evanescence,Alice_in_Chains
Evanescence,Deftones
Evanescence,Foo_Fighters
Evanescence,Seether
Evanescence,Guns_N'_Roses
Evanescence,System_of_a_Down
Evanescence,The_Pretty_Reckless
Evanescence,Halestorm
Evanescence,Fleetwood_Mac
Evanescence,Muse_(band)
Evanescence,Depeche_Mode
Evanescence,Soundgarden
Evanescence,Nirvana_(band)
Evanescence,Pantera
Evanescence,Nine_Inch_Nails
Evanescence,Garbage_(band)
Evanescence,A_Perfect_Circle
Everclear_(band),Nirvana_(band)
Everclear_(band),Sonic_Youth
Everclear_(band),Counting_Crows
Everclear_(band),Matchbox_Twenty
Everclear_(band),Van_Morrison
Everclear_(band),Godsmack
Everclear_(band),Fuel_(band)
Everclear_(band),Gin_Blossoms
Everclear_(band),Live_(band)
Everclear_(band),Filter_(band)
Everclear_(band),Stone_Temple_Pilots
Everclear_(band),The_Beach_Boys
Everclear_(band),The_Beatles
Everclear_(band),X_(American_band)
Everclear_(band),Bruce_Springsteen
Everclear_(band),Tom_Petty
Everclear_(band),Elvis_Costello
Everclear_(band),Green_Day
Everlast,Santana_(band)
Everlast,Ramones
Everlast,Beastie_Boys
Everlast,Rage_Against_the_Machine
Everlast,Limp_Bizkit
Everlast,Bob_Dylan
Everlast,Tom_Petty
Everlast,The_Rolling_Stones
Everlast,Bruce_Springsteen
Everlast,Neil_Young
Everlast,Run-DMC
Extreme_(band),Queen_(band)
Extreme_(band),Van_Halen
Extreme_(band),Ratt
Extreme_(band),Red_Hot_Chili_Peppers
Extreme_(band),Living_Colour
Faces_(band),Small_Faces
Faces_(band),The_Rolling_Stones
Faces_(band),The_Who
Faces_(band),Rod_Stewart
Faces_(band),Bad_Company
Faces_(band),Foreigner_(band)
Faces_(band),Sex_Pistols
Faith_No_More,Black_Sabbath
Faith_No_More,Metallica
Faith_No_More,Limp_Bizkit
Faith_No_More,Aerosmith
Faith_No_More,System_of_a_Down
Faith_No_More,Korn
Faith_No_More,The_Verve
Faith_No_More,Third_Eye_Blind
Faith_No_More,Ozzy_Osbourne
Faith_No_More,The_Cure
Faith_No_More,Nirvana_(band)
Faith_No_More,Robert_Plant
Faith_No_More,Led_Zeppelin
Faith_No_More,Anthrax_(American_band)
Faith_No_More,Slipknot_(band)
Faith_No_More,Stone_Sour
Faith_No_More,Papa_Roach
Faith_No_More,Ghost_(Swedish_band)
Faith_No_More,Disturbed_(band)
Faith_No_More,Five_Finger_Death_Punch
Faith_No_More,Deftones
Faith_No_More,Incubus_(band)
Faith_No_More,Red_Hot_Chili_Peppers
Fall_Out_Boy,Black_Sabbath
Fall_Out_Boy,Panic!_at_the_Disco
Fall_Out_Boy,The_All-American_Rejects
Fall_Out_Boy,John_Mayer
Fall_Out_Boy,Blink-182
Fall_Out_Boy,Anthrax_(American_band)
Fall_Out_Boy,Paramore
Fall_Out_Boy,Green_Day
Fall_Out_Boy,Weezer
Fall_Out_Boy,Bring_Me_the_Horizon
Fall_Out_Boy,Billy_Joel
Fall_Out_Boy,Sex_Pistols
Fall_Out_Boy,Metallica
Fall_Out_Boy,The_Kinks
Fall_Out_Boy,The_Rolling_Stones
Fall_Out_Boy,Ramones
Fall_Out_Boy,Elvis_Costello
Fall_Out_Boy,Pantera
Fall_Out_Boy,David_Bowie
Fall_Out_Boy,The_Who
Fall_Out_Boy,Heart_(band)
Fats_Domino,Elvis_Presley
Fats_Domino,The_Beatles
Fats_Domino,Chuck_Berry
Fats_Domino,Little_Richard
Fats_Domino,Led_Zeppelin
Fats_Domino,The_Monkees
Fats_Domino,Elton_John
Fats_Domino,Neil_Young
Fats_Domino,Tom_Petty
Fats_Domino,Robert_Plant
Fats_Domino,Lenny_Kravitz
Fats_Domino,John_Lennon
Fats_Domino,Paul_McCartney
Fats_Domino,Cheap_Trick
Filter_(band),Nine_Inch_Nails
Filter_(band),Harry_Nilsson
Filter_(band),The_Smashing_Pumpkins
Filter_(band),Korn
Filter_(band),Stone_Temple_Pilots
Filter_(band),ZZ_Top
Filter_(band),Thirty_Seconds_to_Mars
Filter_(band),Alice_Cooper
Filter_(band),Rob_Zombie
Filter_(band),Pantera
Filter_(band),Soundgarden
Filter_(band),Deftones
Finger_Eleven,Our_Lady_Peace
Finger_Eleven,Creed_(band)
Finger_Eleven,Fuel_(band)
Finger_Eleven,Alice_in_Chains
Finger_Eleven,Evanescence
Finger_Eleven,Nickelback
Finger_Eleven,The_Tragically_Hip
Finger_Eleven,Seether
Finger_Eleven,3_Doors_Down
Finger_Eleven,Kid_Rock
Finger_Eleven,Papa_Roach
Finger_Eleven,Three_Days_Grace
Finger_Eleven,Staind
FireHouse,Santana_(band)
FireHouse,Pearl_Jam
FireHouse,Led_Zeppelin
FireHouse,Ozzy_Osbourne
FireHouse,Europe_(band)
FireHouse,Heart_(band)
FireHouse,Quiet_Riot
FireHouse,Ratt
FireHouse,Warrant_(American_band)
Five_Finger_Death_Punch,Korn
Five_Finger_Death_Punch,Disturbed_(band)
Five_Finger_Death_Punch,Bad_Company
Five_Finger_Death_Punch,Rob_Zombie
Five_Finger_Death_Punch,Lamb_of_God_(band)
Five_Finger_Death_Punch,Godsmack
Five_Finger_Death_Punch,Pop_Evil
Five_Finger_Death_Punch,Trivium_(band)
Five_Finger_Death_Punch,Killswitch_Engage
Five_Finger_Death_Punch,Papa_Roach
Five_Finger_Death_Punch,The_Offspring
Five_Finger_Death_Punch,Breaking_Benjamin
Five_Finger_Death_Punch,Queen_(band)
Five_Finger_Death_Punch,Megadeth
Five_Finger_Death_Punch,Pantera
Five_Finger_Death_Punch,Iron_Maiden
Five_Finger_Death_Punch,Accept_(band)
Five_Finger_Death_Punch,W.A.S.P._(band)
Five_Finger_Death_Punch,Tool_(band)
Five_Finger_Death_Punch,Faith_No_More
Five_Finger_Death_Punch,David_Bowie
Five_for_Fighting,Whitesnake
Five_for_Fighting,Pat_Benatar
Five_for_Fighting,Bon_Jovi
Five_for_Fighting,Nirvana_(band)
Five_for_Fighting,Elton_John
Five_for_Fighting,Billy_Joel
Five_for_Fighting,Bruce_Springsteen
Five_for_Fighting,Tom_Petty
Five_for_Fighting,Queen_(band)
Five_for_Fighting,REO_Speedwagon
Fleetwood_Mac,Stevie_Nicks
Fleetwood_Mac,John_Mayall_&_the_Bluesbreakers
Fleetwood_Mac,Tom_Petty_and_the_Heartbreakers
